timestamp;latitude;longitude;altitude;horizontalAccuracy;verticalAccuracy;speed;course
2018-03-14 11:43:10 +0000;40.736573;-73.987643;8.254211;30.000000;30.000000;6.156000;318.164062
2018-03-14 11:43:13 +0000;40.736639;-73.987749;16.202911;35.378069;35.378069;6.984000;311.132812
2018-03-14 11:43:15 +0000;40.736732;-73.987892;10.685730;32.989826;32.989826;14.796000;312.187500
2018-03-14 11:43:18 +0000;40.736804;-73.987999;5.183655;25.000000;25.000000;12.708000;313.242188
2018-03-14 11:43:31 +0000;40.736746;-73.988096;1.873962;25.000000;25.000000;2.772000;265.781250
2018-03-14 11:43:40 +0000;40.736818;-73.988174;4.102905;30.000000;30.000000;1.512000;299.179688
2018-03-14 11:43:49 +0000;40.736837;-73.988291;14.452148;30.000000;30.000000;2.340000;168.398438
2018-03-14 11:44:01 +0000;40.736885;-73.988392;16.310120;30.000000;30.000000;2.124000;251.015625
2018-03-14 11:44:26 +0000;40.736948;-73.988468;10.683441;10.000000;10.000000;1.656000;59.414062
2018-03-14 11:44:42 +0000;40.736998;-73.988354;30.629974;50.000000;50.000000;4.392000;69.960938
2018-03-14 11:44:47 +0000;40.737015;-73.988285;31.211823;30.000000;30.000000;4.896000;79.453125
2018-03-14 11:44:52 +0000;40.736999;-73.988407;30.963715;50.000000;50.000000;1.764000;261.210938
2018-03-14 11:46:28 +0000;40.737038;-73.988513;28.601562;65.000000;65.000000;-3.600000;-1.000000
2018-03-14 11:46:34 +0000;40.736994;-73.988373;28.551418;65.000000;65.000000;-3.600000;-1.000000
2018-03-14 11:46:52 +0000;40.737052;-73.988522;28.700768;65.000000;65.000000;-3.600000;-1.000000
2018-03-14 11:46:58 +0000;40.737084;-73.988703;28.757521;65.000000;65.000000;-3.600000;-1.000000
2018-03-14 11:47:04 +0000;40.737139;-73.988819;32.014374;50.000000;50.000000;9.000000;298.476562
2018-03-14 11:47:10 +0000;40.737133;-73.988786;32.769806;30.000000;30.000000;2.700000;278.789062
2018-03-14 11:47:39 +0000;40.737063;-73.988697;30.375671;30.000000;30.000000;3.708000;355.078125
2018-03-14 11:47:48 +0000;40.737013;-73.988594;29.575287;30.000000;30.000000;0.648000;69.609375
2018-03-14 11:47:54 +0000;40.737076;-73.988683;29.920593;30.000000;30.000000;0.792000;304.804688
2018-03-14 11:48:49 +0000;40.737141;-73.988590;12.145996;25.000000;25.000000;1.260000;86.132812
2018-03-14 11:49:04 +0000;40.737126;-73.988465;22.545441;30.000000;30.000000;5.364000;133.945312
2018-03-14 11:49:07 +0000;40.737028;-73.988379;20.023163;30.000000;30.000000;9.612000;137.812500
2018-03-14 11:49:11 +0000;40.736942;-73.988309;18.297913;30.000000;30.000000;7.164000;150.820312
2018-03-14 11:49:17 +0000;40.736909;-73.988192;18.255310;30.000000;30.000000;5.220000;130.781250
2018-03-14 11:49:21 +0000;40.736945;-73.988064;23.361359;25.000000;25.000000;5.328000;93.867188
2018-03-14 11:49:25 +0000;40.736982;-73.987955;22.768280;25.000000;25.000000;4.644000;85.078125
2018-03-14 11:49:31 +0000;40.737020;-73.987839;23.793396;25.000000;25.000000;2.700000;113.906250
2018-03-14 11:49:37 +0000;40.736956;-73.987741;19.630005;25.000000;25.000000;3.240000;117.070312
2018-03-14 11:49:44 +0000;40.736870;-73.987690;13.642456;25.000000;25.000000;2.844000;117.421875
2018-03-14 11:49:50 +0000;40.736816;-73.987587;18.465485;25.000000;25.000000;5.328000;117.773438
2018-03-14 11:49:59 +0000;40.736774;-73.987475;20.152679;30.000000;30.000000;2.340000;121.289062
2018-03-14 11:50:13 +0000;40.736756;-73.987347;18.729401;25.000000;25.000000;4.248000;118.125000
2018-03-14 11:50:18 +0000;40.736700;-73.987225;24.005463;25.000000;25.000000;5.652000;108.632812
2018-03-14 11:50:22 +0000;40.736644;-73.987124;16.888855;25.000000;25.000000;5.220000;114.257812
2018-03-14 11:50:34 +0000;40.736658;-73.987006;13.309448;25.000000;25.000000;4.176000;32.343750
2018-03-14 11:50:44 +0000;40.736682;-73.986891;12.002930;25.000000;25.000000;5.328000;82.617188
2018-03-14 11:50:54 +0000;40.736774;-73.986868;20.082001;25.000000;25.000000;4.104000;354.726562
2018-03-14 11:51:06 +0000;40.736867;-73.986831;19.640198;25.000000;25.000000;4.212000;38.671875
2018-03-14 11:51:44 +0000;40.736935;-73.986922;20.480957;45.082876;45.082876;1.116000;30.234375
2018-03-14 12:59:28 +0000;40.737035;-73.987102;32.516083;30.000000;30.000000;0.000000;-1.000000
2018-03-14 12:59:32 +0000;40.736984;-73.987068;33.057800;10.000000;10.000000;0.000000;-1.000000
2018-03-14 12:59:49 +0000;40.736910;-73.986985;33.130676;30.000000;30.000000;5.544000;178.242188
2018-03-14 12:59:54 +0000;40.736826;-73.986919;32.466125;30.000000;30.000000;5.688000;153.281250
2018-03-14 12:59:57 +0000;40.736804;-73.986801;32.753662;50.000000;50.000000;7.740000;120.585938
2018-03-14 13:00:01 +0000;40.736775;-73.986676;32.817017;100.000000;100.000000;-3.600000;-1.000000
2018-03-14 13:00:13 +0000;40.737057;-73.986709;32.972652;200.000000;200.000000;3.802720;-1.000000
2018-03-14 13:00:14 +0000;40.736997;-73.986800;34.258057;50.000000;50.000000;1.476000;26.015625
2018-03-14 13:00:23 +0000;40.737019;-73.986844;48.365509;38.477327;38.477327;3.240000;17.578125
2018-03-14 13:00:25 +0000;40.737096;-73.986783;57.901489;25.000000;25.000000;3.528000;16.171875
2018-03-14 13:00:28 +0000;40.737177;-73.986720;57.768127;25.000000;25.000000;3.456000;23.554688
2018-03-14 13:00:39 +0000;40.737234;-73.986636;54.419006;10.000000;10.000000;0.576000;23.554688
2018-03-14 13:00:54 +0000;40.737301;-73.986543;50.347717;25.000000;25.000000;3.456000;28.125000
2018-03-14 13:01:04 +0000;40.737387;-73.986495;46.903656;25.000000;25.000000;3.384000;34.453125
2018-03-14 13:01:28 +0000;40.737474;-73.986462;29.887238;25.000000;25.000000;2.880000;20.390625
2018-03-14 13:01:30 +0000;40.737508;-73.986465;29.405243;10.000000;10.000000;4.248000;33.398438
2018-03-14 13:01:39 +0000;40.737603;-73.986481;25.780823;25.000000;25.000000;3.672000;31.640625
